filepath,substance,n_bbox
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0020/540.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0020/600.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0020/270.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/030.jpg,raccoondog,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/330.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/090.jpg,raccoondog,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/210.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/150.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/450.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/060.jpg,raccoondog,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/360.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/240.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/300.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/180.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/570.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/480.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/120.jpg,raccoondog,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/510.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/420.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/390.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/000.jpg,raccoondog,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/540.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/600.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0014/270.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/030.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/330.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/090.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/210.jpg,boar,2
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/150.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/450.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/060.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/360.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/240.jpg,boar,2
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/300.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/180.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/570.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/480.jpg,boar,2
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/120.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/510.jpg,boar,2
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/420.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/390.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/000.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/540.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/600.jpg,boar,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0004/270.jpg,boar,2
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/030.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/330.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/090.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/210.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/150.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/450.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/060.jpg,raccoondog,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/360.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/240.jpg,deer,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/300.jpg,bear,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/180.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/570.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/480.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/120.jpg,masked,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/510.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/420.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/390.jpg,bear,1
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/000.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/540.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/600.jpg,,0
/home/tomoya/MDetToolsForJCameraTraps/sample_data/sample_session_v-clip/plot03/IMG_0035/270.jpg,bear,1
